Company_ID,Ticker,Company_Name,Sector,Fiscal_Year,Reporting_Date,Currency,Revenue,Operating_Profit,Net_Income,EPS,Operating_Margin,Operating_Margin_Pct,Net_Profit_Margin,Net_Profit_Margin_Pct,Operating_Loss_Flag,Net_Loss_Flag,EPS_Outlier_Flag,Anomaly_Net_Income_Exceeds_Revenue,Missing_Data_Flag
CMP-1858,TO&G,Titan Oil & Gas Ltd,Energy,2021,2021-09-30,USD,79800000000.0,-11137544328.96,-12930000000.0,-7.71,-0.1396,-13.96,-0.162,-16.2,True,True,False,False,False
CMP-1184,TO&G,Titan Oil & Gas Ltd,Energy,2021,2021-12-31,USD,14991707594.47,2586002869.81,1827831562.67,,0.1725,17.25,0.1219,12.19,False,False,False,False,True
CMP-1383,TO&G,Titan Oil & Gas Ltd,Energy,2021,2021-03-31,USD,88101591468.85,-9980670258.74,-14120000000.0,-8.48,-0.113,-11.3,-0.16027,-16.03,True,True,False,False,False
CMP-1539,TO&G,Titan Oil & Gas Ltd,Energy,2021,2021-03-31,EUR,39341491612.59,884340904.53,-1687827459.95,-2.02,0.0225,2.25,-0.0429,-4.29,False,True,False,False,False
CMP-1903,TO&G,Titan Oil & Gas Ltd,Energy,2022,2022-06-30,USD,79279358989.9,2104743310.79,-2710173621.06,,0.0265,2.65,-0.0342,-3.42,False,True,False,False,True
CMP-1839,TO&G,Titan Oil & Gas Ltd,Energy,2022,2022-12-31,USD,17070757050.96,3450000000.0,2625868263.67,6.31,0.2021,20.21,0.1537,15.37,False,False,False,False,False
CMP-1159,TO&G,Titan Oil & Gas Ltd,Energy,2022,2022-03-31,USD,53061224489.8,2340000000.0,-236096865.54,-0.12,0.0441,4.41,-0.0044,-0.44,False,True,False,False,False
CMP-1668,TO&G,Titan Oil & Gas Ltd,Energy,2022,2022-09-30,USD,90318391619.37,-12395709160.99,-16821711520.57,-7.12,-0.1372,-13.72,-0.1862,-18.62,True,True,False,False,False
CMP-1209,TO&G,Titan Oil & Gas Ltd,Energy,2022,2022-03-31,USD,19871015916.8,3685993796.75,2997316317.72,,0.1855,18.55,0.0,0.0,False,False,False,False,True
CMP-1134,TO&G,Titan Oil & Gas Ltd,Energy,2023,2023-03-31,USD,60356380732.93,7110000000.0,5518503319.1,1.9,0.1179,11.79,0.0914,9.14,False,False,False,False,False
CMP-1747,TO&G,Titan Oil & Gas Ltd,Energy,2023,2023-09-30,USD,66080000000.0,13520000000.0,11441031606.41,3.51,0.2046,20.46,0.1731,17.31,False,False,False,False,False
CMP-1054,TO&G,Titan Oil & Gas Ltd,Energy,2024,2024-12-31,USD,92449497424.11,27564856666.79,22798444279.39,12.52,0.298,29.8,0.247,24.7,False,False,False,False,False
CMP-1208,TO&G,Titan Oil & Gas Ltd,Energy,2024,2024-12-31,USD,68754225060.36,12529588527.64,9790000000.0,6.42,0.1822,18.22,0.1424,14.24,False,False,False,False,False
CMP-1240,TO&G,Titan Oil & Gas Ltd,Energy,2024,2024-12-31,USD,22235835123.69,-1059477003.49,-2309983427.71,-1.864,-0.048,-4.8,-0.1039,-10.39,True,True,False,False,False
CMP-1374,TO&G,Titan Oil & Gas Ltd,Energy,2024,2024-03-31,USD,26408182989.9,,-2532282943.35,-1.74,,,-0.096,-9.6,False,True,False,False,True
CMP-1597,VRI,Vortex Resources Inc,Energy,2021,2021-06-30,USD,27054925146.87,332150000.0,-1300000000.0,-2.72,0.0123,1.23,-0.0479,-4.79,False,True,False,False,False
CMP-1948,VRI,Vortex Resources Inc,Energy,2021,2021-12-31,USD,78299318598.26,31674020637.62,30044610262.02,19.89,0.4045,40.45,0.3837,38.37,False,False,False,False,False
CMP-1501,VRI,Vortex Resources Inc,Energy,2021,2021-12-31,USD,78769554355.32,29540000000.0,26648857407.33,7.72,0.3751,37.51,0.3383,33.83,False,False,False,False,False
CMP-1671,VRI,Vortex Resources Inc,Energy,2021,2021-03-31,USD,19842270305.91,1329951950.78,346638181.5,0.41,0.067026,6.7,0.01747,1.75,False,False,False,False,False
CMP-1402,VRI,Vortex Resources Inc,Energy,2022,2022-09-30,USD,48640000000.0,-6620000000.0,-9113679289.32,-7.25,-0.136,-13.6,-0.187,-18.7,True,True,False,False,False
CMP-1617,VRI,Vortex Resources Inc,Energy,2022,2022-12-31,USD,35342827646.72,5055449691.68,3695080830.35,1.81,0.143,14.3,0.105,10.5,False,False,False,False,False
CMP-1709,VRI,Vortex Resources Inc,Energy,2022,2022-12-31,USD,33246533871.53,983932956.82,-341959391.18,-0.28,0.0296,2.96,-0.0103,-1.03,False,True,False,False,False
CMP-1155,VRI,Vortex Resources Inc,Energy,2022,2022-06-30,USD,27440000000.0,749736521.61,-36974866.13,-0.07,0.0273,2.73,-0.0013,-0.13,False,True,False,False,False
CMP-1685,VRI,Vortex Resources Inc,Energy,2023,2023-03-31,USD,16311863228.1,2950000000.0,1991877326.79,5.04,0.1811,18.11,0.122112,12.21,False,False,False,False,False
CMP-1160,VRI,Vortex Resources Inc,Energy,2023,2023-03-31,USD,73217082186.64,2810052534.79,-211749843.51,-0.11,0.0384,3.84,-0.0029,-0.29,False,True,False,False,False
CMP-1876,VRI,Vortex Resources Inc,Energy,2023,2023-03-31,USD,1149967429.76,292529042.63,245886508.07,7.08,0.2544,25.44,0.2138,21.38,False,False,False,False,False
CMP-1945,VRI,Vortex Resources Inc,Energy,2023,2023-12-31,USD,27852034793.04,9491360532.46,8283026166.49,12.75,0.340778,34.08,0.297394,29.74,False,False,False,False,False
CMP-1357,VRI,Vortex Resources Inc,Energy,2023,2023-03-31,USD,51450740645.81,-1912373996.67,-3742239394.1,,-0.0372,-3.72,-0.0727,-7.27,True,True,False,False,True
CMP-1239,VRI,Vortex Resources Inc,Energy,2024,2024-12-31,USD,78830000000.0,9895463778.3,8172943291.2,4.34,0.1255,12.55,0.1037,10.37,False,False,False,False,False
CMP-1643,VRI,Vortex Resources Inc,Energy,2024,2024-03-31,USD,6378204872.56,-1214588984.53,-1389129531.72,-3.34,-0.1904,-19.04,-0.218,-21.8,True,True,False,False,False
CMP-1954,VRI,Vortex Resources Inc,Energy,2024,2024-03-31,USD,41050000000.0,12528762413.3,11243451170.8,12.64,0.305,30.5,0.2739,27.39,False,False,False,False,False
CMP-1295,TPC,,Energy,2022,2022-03-31,USD,28062113688.03,452677133.68,-1083197588.36,-2.07,0.0161,1.61,-0.0386,-3.86,False,True,False,False,False
CMP-1854,HCP,,Energy,2022,2022-03-31,USD,73210000000.0,25690356410.1,23601195108.77,5.28,0.3509,35.09,0.322377,32.24,False,False,False,False,False
CMP-1927,AF,Apex Financial,Financial Services,2021,2021-03-31,USD,94548423390.47,25702773074.72,22360000000.0,3.976,0.2718,27.18,0.0,0.0,False,False,False,False,False
CMP-1645,AF,Apex Financial,Financial Services,2022,2022-12-31,USD,29250000000.0,7735445729.72,6418104638.52,10.0,0.2644,26.44,0.2194,21.94,False,False,False,False,False
CMP-1173,AF,Apex Financial,Financial Services,2022,2022-03-31,USD,65360000000.0,18406648098.82,14140000000.0,9.32,0.2816,28.16,0.2163,21.63,False,False,False,False,False
CMP-1241,AF,Apex Financial,Financial Services,2022,2022-12-31,USD,38040000000.0,15512537008.72,13725612665.46,18.3,0.4078,40.78,0.3608,36.08,False,False,False,False,False
CMP-1152,AF,Apex Financial,Financial Services,2022,2022-03-31,USD,34265786693.14,14377924096.44,12714593717.84,,0.4196,41.96,0.371,37.1,False,False,False,False,True
CMP-1281,AF,Apex Financial,Financial Services,2022,2022-12-31,USD,54331026812.26,13004169969.16,11470000000.0,10.72,0.2394,23.94,0.2112,21.12,False,False,False,False,False
CMP-1712,AF,Apex Financial,Financial Services,2022,2022-12-31,USD,9350000000.0,2540000000.0,2309341801.68,10.37,0.271658,27.17,0.2471,24.71,False,False,False,False,False
CMP-1131,AF,Apex Financial,Financial Services,2022,2022-12-31,USD,74763778017.28,4700000000.0,-15309248.02,-0.01,0.0629,6.29,-0.02,-2.0,False,True,False,False,False
CMP-1625,AF,Apex Financial,Financial Services,2023,2023-12-31,USD,45677557626.03,13330000000.0,11649355960.26,4.05,0.2919,29.19,0.255,25.5,False,False,False,False,False
CMP-1520,AF,Apex Financial,Financial Services,2023,2023-09-30,USD,108376530924.48,34990000000.0,29605240550.76,15.07,0.3228,32.28,0.2732,27.32,False,False,False,False,False
CMP-1658,AF,Apex Financial,Financial Services,2024,2024-03-31,USD,76233333557.94,16041998576.8,11284878131.26,,0.2104,21.04,0.148,14.8,False,False,False,False,True
CMP-1392,AF,Apex Financial,Financial Services,2024,2024-03-31,USD,9986038181.23,1609836424.44,1063125255.42,3.25,0.1612,16.12,0.1065,10.65,False,False,False,False,False
CMP-1881,AF,Apex Financial,Financial Services,2024,2024-12-31,USD,36203065752.31,16337240592.62,14530000000.0,13.86,0.451,45.1,0.401,40.1,False,False,False,False,False
CMP-1235,AF,Apex Financial,Financial Services,2024,2024-03-31,USD,118523860557.2,40688549550.47,32723394462.59,4.63,0.3433,34.33,0.2761,27.61,False,False,False,False,False
CMP-1878,BCG,Beacon Capital,Financial Services,2021,2021-12-31,USD,37871205758.85,6421398939.17,5300000000.0,3.26,0.1696,16.96,0.14,14.0,False,False,False,False,False
CMP-1686,BCG,Beacon Capital,Financial Services,2023,2023-12-31,USD,114237145669.47,13845542055.14,7477669571.97,3.22,0.1212,12.12,0.0654,6.54,False,False,False,False,False
CMP-1898,BCG,Beacon Capital,Financial Services,2024,2024-12-31,USD,111926818946.79,35101046981.67,32679739363.56,10.63,0.3136,31.36,0.292,29.2,False,False,False,False,False
CMP-1882,BCG,Beacon Capital Group,Financial Services,2021,2021-12-31,USD,19980000000.0,5839648817.63,4538581057.79,6.92,0.292275,29.23,0.227,22.7,False,False,False,False,False
CMP-1650,BCG,Beacon Capital Group,Financial Services,2021,2021-03-31,USD,85493219847.8,24350000000.0,21528821868.54,8.73,0.2848,28.48,0.2518,25.18,False,False,False,False,False
CMP-1298,BCG,Beacon Capital Group,Financial Services,2021,2021-06-30,USD,74290000000.0,24701676465.44,23180000000.0,9.26,0.332503,33.25,0.312,31.2,False,False,False,False,False
CMP-1267,BCG,Beacon Capital Group,Financial Services,2021,2021-12-31,USD,100543078895.4,32374871404.32,26860598860.51,12.19,0.322,32.2,0.267,26.7,False,False,False,False,False
CMP-1580,BCG,Beacon Capital Group,Financial Services,2022,2022-12-31,USD,91487243507.91,27812122026.4,23734613432.77,10.63,0.304,30.4,0.2594,25.94,False,False,False,False,False
CMP-1565,BCG,Beacon Capital Group,Financial Services,2022,2022-12-31,USD,99256870961.06,30064906214.11,23200000000.0,6.54,0.3029,30.29,0.2337,23.37,False,False,False,False,False
CMP-1410,BCG,Beacon Capital Group,Financial Services,2022,2022-12-31,USD,18260825163.87,7250000000.0,6446452307.99,11.27,0.3968,39.68,0.353,35.3,False,False,False,False,False
CMP-1130,BCG,Beacon Capital Group,Financial Services,2022,2022-03-31,USD,108527795730.9,32559797540.93,26136834921.78,7.91,0.3,30.0,0.241,24.1,False,False,False,False,False
CMP-1869,BCG,Beacon Capital Group,Financial Services,2022,2022-09-30,USD,37631968460.92,14443149495.3,13052240792.51,6.43,0.3838,38.38,0.3468,34.68,False,False,False,False,False
CMP-1691,BCG,Beacon Capital Group,Financial Services,2022,2022-09-30,USD,117430000000.0,39221737071.77,135043923351.11,53.54,0.334,33.4,1.149995,115.0,False,False,False,True,False
CMP-1957,BCG,Beacon Capital Group,Financial Services,2023,2023-12-31,USD,41160000000.0,12862998531.85,11055169796.11,,0.3125,31.25,0.2686,26.86,False,False,False,False,True
CMP-1803,BCG,Beacon Capital Group,Financial Services,2023,2023-09-30,USD,63460000000.0,18780000000.0,16838896028.06,15.9,0.2959,29.59,0.2653,26.53,False,False,False,False,False
CMP-1157,BCG,Beacon Capital Group,Financial Services,2023,2023-06-30,USD,47923315205.78,16699560660.45,13418082498.51,15.1,0.348464,34.85,0.28,28.0,False,False,False,False,False
CMP-1059,BCG,Beacon Capital Group,Financial Services,2023,2023-09-30,EUR,102405231819.44,36254942218.18,32699182229.22,10.32,0.354,35.4,0.3193,31.93,False,False,False,False,False
CMP-1749,BCG,Beacon Capital Group,Financial Services,2023,2023-06-30,USD,2589737282.54,1176942150.27,1100000000.0,23.477,0.4545,45.45,0.4262,42.62,False,False,False,False,False
CMP-1819,BCG,Beacon Capital Group,Financial Services,2023,2023-06-30,USD,7768570011.21,2233290070.39,1947686731.48,4.52,0.287,28.7,0.2507,25.07,False,False,False,False,False
CMP-1451,BCG,Beacon Capital Group,Financial Services,2024,2024-03-31,USD,96657183261.79,45299497072.44,42062347867.55,22.68,0.469,46.9,0.4352,43.52,False,False,False,False,False
CMP-1750,BCG,Beacon Capital Group,Financial Services,2024,2024-06-30,USD,29211959951.69,5900000000.0,4990000000.0,6.56,0.202,20.2,0.1709,17.09,False,False,False,False,False
CMP-1172,BCC,Bluestone Credit Corp,Financial Services,2021,2021-12-31,USD,89788842807.1,10950000000.0,103260000000.0,37.12,0.122,12.2,1.150032,115.0,False,False,False,True,False
CMP-1949,BCC,Bluestone Credit Corp,Financial Services,2021,2021-12-31,USD,5100000000.0,1580098446.98,1250872473.63,14.614,0.309823,30.98,0.245,24.5,False,False,False,False,False
CMP-1243,BCC,Bluestone Credit Corp,Financial Services,2023,2023-12-31,USD,3220773552.32,992974858.81,788439815.71,3.91,0.3083,30.83,0.2448,24.48,False,False,False,False,False
CMP-1649,BCC,Bluestone Credit Corp,Financial Services,2023,2023-12-31,USD,23870000000.0,7570037882.96,5960000000.0,14.9141,0.3171,31.71,0.2495,24.95,False,False,False,False,False
CMP-1378,BCC,Bluestone Credit Corp,Financial Services,2023,2023-03-31,USD,119298481538.17,41694794254.18,34950549803.08,10.5,0.3495,34.95,0.293,29.3,False,False,False,False,False
CMP-1407,BCC,Bluestone Credit Corp,Financial Services,2024,2024-12-31,USD,16712031775.76,4650000000.0,3872431460.28,5.72,0.2785,27.85,0.2317,23.17,False,False,False,False,False
CMP-1050,BCC,Bluestone Credit Corp,Financial Services,2024,2024-03-31,USD,65983434587.18,25399316186.45,,16.642,0.3849,38.49,,,False,False,False,False,True
CMP-1102,CH,Crestview,Financial Services,2022,2022-12-31,USD,45100214252.01,17834222789.06,14796162814.52,19.48,0.3954,39.54,0.3281,32.81,False,False,False,False,False
CMP-1922,CH,Crestview,Financial Services,2024,2024-09-30,USD,90946772499.58,17821284401.85,15930000000.0,7.84,0.196,19.6,0.1751,17.51,False,False,False,False,False
CMP-1376,CH,Crestview Holdings,Financial Services,2021,2021-09-30,USD,28283183267.44,10832459191.43,9350000000.0,12.89,0.383,38.3,0.3306,33.06,False,False,False,False,False
CMP-1180,,Crestview Holdings,Financial Services,2021,2021-06-30,USD,95740000000.0,22719102000.0,17342294971.57,8.59,0.2373,23.73,0.1811,18.11,False,False,False,False,False
CMP-1182,CH,Crestview Holdings,Financial Services,2021,2021-03-31,USD,30440347351.16,5302708508.57,3310050849.98,4.5,0.1742,17.42,0.1087,10.87,False,False,False,False,False
CMP-1234,CH,Crestview Holdings,Financial Services,2022,2022-12-31,USD,83170000000.0,19510000000.0,15814280087.71,4.7452,0.2346,23.46,0.1902,19.02,False,False,False,False,False
CMP-1538,CH,Crestview Holdings,Financial Services,2022,2022-03-31,USD,119140175628.19,28604223559.22,23875691195.89,6.81,0.2401,24.01,0.2004,20.04,False,False,False,False,False
CMP-1551,CH,Crestview Holdings,Financial Services,2022,2022-12-31,USD,101518842249.89,35836151314.21,30317616971.12,10.26,0.353,35.3,0.29864,29.86,False,False,False,False,False
CMP-1896,CH,Crestview Holdings,Financial Services,2023,2023-06-30,USD,100956772635.23,22659047503.48,16559210331.85,8.54,0.224443,22.44,0.164,16.4,False,False,False,False,False
CMP-1125,CH,Crestview Holdings,Financial Services,2024,2024-12-31,USD,92746511490.76,23150786582.18,18883688845.72,10.862,0.2496,24.96,0.2036,20.36,False,False,False,False,False
CMP-1318,CH,Crestview Holdings,Financial Services,2024,2024-06-30,USD,85980000000.0,26859760572.56,23020000000.0,7.0,0.3124,31.24,0.2678,26.78,False,False,False,False,False
CMP-1090,CH,Crestview Holdings,Financial Services,2024,2024-12-31,USD,90150000000.0,9125997252.06,3820000000.0,1.29,0.101,10.1,0.0424,4.24,False,False,False,False,False
CMP-1530,CH,Crestview Holdings,Financial Services,2024,2024-12-31,USD,114078566994.57,48815119734.27,43645843065.12,16.7,0.428,42.8,0.3826,38.26,False,False,False,False,False
CMP-1722,CH,Crestview Holdings,Financial Services,2024,2024-09-30,USD,86896703796.65,24468439410.9,99931209366.14,50.25,0.2816,28.16,1.15,115.0,False,False,False,True,False
CMP-1725,GRB,Global Reserve Bank,Financial Services,2021,2021-06-30,USD,25960000000.0,8744677524.67,7873821454.75,7.93,0.3368,33.68,0.3033,30.33,False,False,False,False,False
CMP-1883,GRB,Global Reserve Bank,Financial Services,2021,2021-12-31,USD,88056629515.3,15770942346.19,11110000000.0,7.18,0.1791,17.91,0.1262,12.62,False,False,False,False,False
CMP-1285,GRB,Global Reserve Bank,Financial Services,2021,2021-06-30,USD,49297280555.91,21987262271.19,18797483695.64,9.665,0.446,44.6,0.381309,38.13,False,False,False,False,False
CMP-1252,GRB,Global Reserve Bank,Financial Services,2021,2021-03-31,USD,50281690665.13,25693943929.88,24268295307.18,28.765,0.511,51.1,0.4826,48.26,False,False,False,False,False
CMP-1085,GRB,Global Reserve Bank,Financial Services,2022,2022-03-31,USD,108670000000.0,31200000000.0,27961747518.49,4.66,0.2871,28.71,0.257309,25.73,False,False,False,False,False
CMP-1491,GRB,Global Reserve Bank,Financial Services,2022,2022-12-31,USD,118027520284.01,27999011376.57,24810000000.0,5.06,0.237224,23.72,0.2102,21.02,False,False,False,False,False
CMP-1718,GRB,Global Reserve Bank,Financial Services,2022,2022-12-31,USD,70161943319.84,17330000000.0,12572318837.71,5.91,0.247,24.7,0.179,17.9,False,False,False,False,False
CMP-1188,GRB,Global Reserve Bank,Financial Services,2023,2023-12-31,USD,112143731667.85,30388398172.3,128965291418.03,68.22,0.270977,27.1,1.15,115.0,False,False,False,True,False
CMP-1619,GRB,Global Reserve Bank,Financial Services,2023,2023-12-31,USD,,,16142737863.63,11.16,0.248,24.8,0.2044,20.44,False,False,False,False,True
CMP-1953,GRB,Global Reserve Bank,Financial Services,2024,2024-12-31,USD,72500000000.0,26785662697.65,22860000000.0,12.89,0.3695,36.95,0.3153,31.53,False,False,False,False,False
CMP-1352,GRB,Global Reserve Bank,Financial Services,2024,2024-03-31,USD,73066239607.38,25426854656.29,21342002226.39,16.94,0.348,34.8,0.2921,29.21,False,False,False,False,False
CMP-1024,GRB,Global Reserve Bank,Financial Services,2024,2024-09-30,USD,108935706928.95,24680294522.57,18386255514.08,4.269,0.2266,22.66,0.1688,16.88,False,False,False,False,False
CMP-1740,HB,Horizon Bancorp,Financial Services,2021,2021-12-31,USD,37383882976.1,10841326063.07,9091120511.2,7.553,0.29,29.0,0.243183,24.32,False,False,False,False,False
CMP-1705,HB,Horizon Bancorp,Financial Services,2021,2021-06-30,USD,75984173790.43,20109331048.69,17830000000.0,7.939,0.2647,26.47,0.235,23.5,False,False,False,False,False
CMP-1626,HB,Horizon Bancorp,Financial Services,2021,2021-12-31,USD,15186897360.36,3920000000.0,3310469118.62,8.48,0.2582,25.82,0.218,21.8,False,False,False,False,False
CMP-1007,HB,Horizon Bancorp,Financial Services,2021,2021-03-31,USD,113881598809.22,26016983938.34,18240000000.0,8.23,0.2285,22.85,0.16,16.0,False,False,False,False,False
CMP-1351,,Horizon Bancorp,Financial Services,2022,2022-12-31,USD,48039086873.36,13355176506.13,11000847226.32,8.934,0.278,27.8,0.229,22.9,False,False,False,False,False
CMP-1471,HB,Horizon Bancorp,Financial Services,2022,2022-03-31,USD,6546588153.79,1890000000.0,1624352444.08,6.62,0.2887,28.87,0.2478,24.78,False,False,False,False,False
CMP-1086,HB,Horizon Bancorp,Financial Services,2022,2022-12-31,USD,12363126764.88,2860292499.24,2415853156.33,,0.231,23.1,0.195408,19.54,False,False,False,False,True
CMP-1388,HB,Horizon Bancorp,Financial Services,2022,2022-12-31,USD,47818687593.79,23700000000.0,21508383987.19,25.36,0.4956,49.56,0.4498,44.98,False,False,False,False,False
CMP-1438,HB,Horizon Bancorp,Financial Services,2022,2022-06-30,USD,76464075071.32,16650983717.52,13357073947.4,2.69,0.2178,21.78,0.1747,17.47,False,False,False,False,False
CMP-1115,HB,Horizon Bancorp,Financial Services,2022,2022-03-31,USD,19765247639.58,6250000000.0,4955173014.31,,0.3162,31.62,0.2507,25.07,False,False,False,False,True
CMP-1460,HB,Horizon Bancorp,Financial Services,2023,2023-03-31,USD,32987858879.54,2982102442.71,770880000.0,0.62,0.0904,9.04,0.0234,2.34,False,False,False,False,False
CMP-1288,HB,Horizon Bancorp,Financial Services,2023,2023-12-31,CAD,104265737757.67,36576420805.39,,14.21,0.3508,35.08,0.2885,28.85,False,False,False,False,True
CMP-1596,HB,Horizon Bancorp,Financial Services,2023,2023-03-31,USD,6311182051.99,1665520943.52,1446085401.18,5.83,0.2639,26.39,0.2291,22.91,False,False,False,False,False
CMP-1511,HB,Horizon Bancorp,Financial Services,2024,2024-12-31,USD,53812548593.63,18570000000.0,16252480203.36,16.28,0.345,34.5,0.302,30.2,False,False,False,False,False
CMP-1810,HB,Horizon Bancorp,Financial Services,2024,2024-12-31,USD,100532839448.49,33407856798.4,27880000000.0,,0.332,33.2,0.2773,27.73,False,False,False,False,True
CMP-1315,MAG,Meridian Asset,Financial Services,2024,2024-06-30,USD,104848761598.37,50345618872.13,43530000000.0,14.11,0.4802,48.02,0.415,41.5,False,False,False,False,False
CMP-1238,MAG,Meridian Asset Group,Financial Services,2021,2021-03-31,USD,113328698746.88,44530000000.0,37475474471.09,9.71,0.3929,39.29,0.3307,33.07,False,False,False,False,False
CMP-1349,MAG,Meridian Asset Group,Financial Services,2021,2021-12-31,USD,55780000000.0,11713203435.53,9538371652.48,9.21,0.21,21.0,0.171,17.1,False,False,False,False,False
CMP-1213,MAG,Meridian Asset Group,Financial Services,2021,2021-06-30,USD,52504345537.5,7282224902.43,5459101392.28,6.0,0.1387,13.87,0.104,10.4,False,False,False,False,False
CMP-1950,MAG,Meridian Asset Group,Financial Services,2021,2021-06-30,USD,35500000000.0,12295196222.47,11136350000.0,16.9,0.3463,34.63,0.3137,31.37,False,False,False,False,False
CMP-1484,MAG,Meridian Asset Group,Financial Services,2022,2022-12-31,USD,118203261840.06,32375360114.77,24637655174.79,,0.274,27.4,0.208435,20.84,False,False,False,False,True
CMP-1768,MAG,Meridian Asset Group,Financial Services,2022,2022-12-31,EUR,45243630737.44,11333529499.73,8173847973.05,7.26,0.2505,25.05,0.180663,18.07,False,False,False,False,False
CMP-1095,MAG,Meridian Asset Group,Financial Services,2022,2022-09-30,USD,68940515208.36,15080000000.0,11519868476.31,5.88,0.2187,21.87,0.1671,16.71,False,False,False,False,False
CMP-1381,MAG,Meridian Asset Group,Financial Services,2023,2023-12-31,USD,54209401070.1,18593824567.04,15456899565.91,8.737,0.343,34.3,0.2851,28.51,False,False,False,False,False
CMP-1508,MAG,Meridian Asset Group,Financial Services,2023,2023-09-30,CAD,36842633827.89,14107044492.7,,17.13,0.3829,38.29,0.316,31.6,False,False,False,False,True
CMP-1636,MAG,Meridian Asset Group,Financial Services,2023,2023-06-30,USD,89770000000.0,18900000000.0,12801624549.51,8.19,0.2105,21.05,0.143,14.3,False,False,False,False,False
CMP-1368,MAG,Meridian Asset Group,Financial Services,2023,2023-06-30,USD,88499892471.87,21647073698.62,19453442920.2,3.531,0.2446,24.46,0.2198,21.98,False,False,False,False,False
CMP-1411,MAG,Meridian Asset Group,Financial Services,2023,2023-12-31,USD,47518810544.83,9204843421.53,7162849013.47,,0.1937,19.37,0.1507,15.07,False,False,True,False,True
CMP-1272,MAG,Meridian Asset Group,Financial Services,2023,2023-03-31,USD,74150000000.0,20943634274.17,18500425000.0,10.86,0.2825,28.25,0.2495,24.95,False,False,False,False,False
CMP-1840,MAG,Meridian Asset Group,Financial Services,2023,2023-09-30,USD,58908048107.41,9229307535.19,6423333800.17,3.46,0.1567,15.67,0.10904,10.9,False,False,False,False,False
CMP-1862,MAG,Meridian Asset Group,Financial Services,2024,2024-12-31,CAD,81383957647.7,28830000000.0,25629421460.87,5.66,0.3543,35.43,0.3149,31.49,False,False,False,False,False
CMP-1763,MAG,Meridian Asset Group,Financial Services,2024,2024-06-30,USD,95060017335.66,29829833439.93,,6.31,0.3138,31.38,0.2713,27.13,False,False,False,False,True
CMP-1286,MAG,Meridian Asset Group,Financial Services,2024,2024-09-30,USD,25808633071.8,7417933354.47,6430000000.0,13.4198,0.2874,28.74,0.249141,24.91,False,False,False,False,False
CMP-1225,MAG,Meridian Asset Group,Financial Services,2024,2024-12-31,USD,112438519797.17,11765862223.52,5398625714.83,1.185,0.1046,10.46,0.048,4.8,False,False,False,False,False
CMP-1921,MAG,Meridian Asset Group,Financial Services,2024,2024-09-30,USD,19480000000.0,3450556571.93,2894492936.13,5.02,0.1771,17.71,0.1486,14.86,False,False,False,False,False
CMP-1113,PFH,Pinnacle Financial Holdings,Financial Services,2021,2021-12-31,USD,22818102818.93,8620000000.0,7631423041.99,,0.378,37.8,0.3344,33.44,False,False,True,False,True
CMP-1912,PFH,Pinnacle Financial Holdings,Financial Services,2021,2021-06-30,USD,87860126745.96,21980000000.0,16561092713.68,7.41,0.2501,25.01,0.1885,18.85,False,False,False,False,False
CMP-1701,PFH,Pinnacle Financial Holdings,Financial Services,2021,2021-09-30,USD,42549132863.25,9190612698.46,7018859208.43,4.95,0.216,21.6,0.165,16.5,False,False,False,False,False
CMP-1415,PFH,Pinnacle Financial Holdings,Financial Services,2021,2021-09-30,USD,73796657833.93,29621978454.54,27900000000.0,14.49,0.4014,40.14,0.3781,37.81,False,False,False,False,False
CMP-1442,PFH,Pinnacle Financial Holdings,Financial Services,2021,2021-12-31,USD,42839532871.68,13185935668.05,12320000000.0,14.16,0.3078,30.78,0.287585,28.76,False,False,False,False,False
CMP-1687,PFH,Pinnacle Financial Holdings,Financial Services,2021,2021-12-31,USD,12581437922.56,4516736214.2,3942325638.82,11.89,0.359,35.9,0.3136,31.36,False,False,False,False,False
CMP-1857,PFH,Pinnacle Financial Holdings,Financial Services,2022,2022-12-31,USD,4480000000.0,1651255295.06,1438247166.13,11.15,0.3687,36.87,0.3211,32.11,False,False,False,False,False
CMP-1782,PFH,Pinnacle Financial Holdings,Financial Services,2022,2022-12-31,USD,22794069583.59,6888974452.32,5996815976.99,13.68,0.3022,30.22,0.2631,26.31,False,False,False,False,False
CMP-1618,PFH,Pinnacle Financial Holdings,Financial Services,2022,2022-12-31,USD,92177845133.59,37193760511.4,31432164219.36,8.37,0.4035,40.35,0.341,34.1,False,False,False,False,False
CMP-1373,PFH,Pinnacle Financial Holdings,Financial Services,2022,2022-09-30,USD,12760000000.0,4982318239.83,4264881855.13,13.71,0.3904,39.04,0.3342,33.42,False,False,False,False,False
CMP-1261,PFH,Pinnacle Financial Holdings,Financial Services,2022,2022-03-31,USD,49191849604.56,19100000000.0,17200000000.0,9.33,0.3884,38.84,0.3497,34.97,False,False,False,False,False
CMP-1328,PFH,Pinnacle Financial Holdings,Financial Services,2022,2022-12-31,USD,32589028498.58,9280000000.0,37477382773.37,19.29,0.2848,28.48,1.15,115.0,False,False,False,True,False
CMP-1246,PFH,Pinnacle Financial Holdings,Financial Services,2023,2023-12-31,USD,57741111750.38,21478697595.56,17482771682.21,15.009,0.372,37.2,0.3028,30.28,False,False,False,False,False
