Company_ID,Ticker,Company_Name,Sector,Reporting_Period,Revenue,Operating_Profit,Net_Income,EPS,Operating_Margin,Net_Profit_Margin,Currency
CMP-1581,TPC,TerraGreen Power Co,N/A,2021/03/31,USD 82.30B,-24323231332.18,-30004769399.66,($12.16),-29.56,-36.46%,USD
CMP-1657,VHS,Vitas Health Systems,Health Care,2021-03-31, 23258345010.53 ,"9,302,426,768.12",7760172808.40,8.44,40.00%,33.37%,USD
CMP1741,LMI,Luxe Motors International,Consumer Discretionary,2022,19523024814.63,"(382,364,983.72)","-USD 1,581,621,054.92",-4.09,-1.96,(8.1%),USD
CMP-1384,AQC,Apex Quantum Corp,Technology,2024/12/31, 44353284371.53 ,"$5,770,295,373.15","3,208,293,498.84",1.5,#VALUE!,7.2%,usd
CMP-1392,AF,Apex Financial,Fin Services,2024/03/31, 9986038181.23 ,"USD 1,609,836,424.44", 1063125255.42 ,3.25,16.12%,10.65,
CMP-1273,alg,Aura Lifestyle Goods,Cons. Cyclical,06/30/2023,29745197346.40,"2,540,161,590.43",None,$0.52,0.0854,0.0264,CAD
CMP-1047,TB,TrendSet Brands,Retail & Consumer,03/31/2024,,7473948349.69,-,$4.36,15.14,8.71,USD
CMP-1179,HCP,Helios Clean Power,Energy,2024/12/31,80489741568.91,23281252340.12,"USD 21,158,381,034.54",8.64,28.92,26.29%,USD
CMP-1880,SLB,Summit Leisure Brands,Cons. Cyclical,FY2021,USD 6.68B,$626.50M, 396655329.86 ,$2.21,0.0938,5.94%,USD
CMP-1180,,Crestview Holdings,Financials,2021-06-30,$ 95.74B,-,"USD 17,342,294,971.57",8.59,23.73%,0.1811,USD
CMP-1805,PC,PrimeConsumer Corp,Cons. Cyclical,2023/12/31,USD 3.03B,342130602.17,212.68M,3.2,11.3%,0.0702,EUR
CMP-1849, HCP ,Helios Clean Power,Energy,Q4 2024,$14.87B,"$ 3,085,812,998.93",2447709934.41,5.0712,20.75,16.46,USD
CMP-1693,IG,InfoCore Global,technology,2022-12-31,null,3.22B,NA,$8.23,23.1%,0.1712,USD
CMP-1292,,  PetroDyn Energy Corp  ,Energy,2022-03-31,19449586673.18,"129,342,991.01","(825,603,903.59)",-1.151,0.67,-,$
CMP-1641,lmi,Luxe Motors International,consumer cyclical,2024-06-30,37109753224.93,-, 921421045.00 ,0.76,5.78,0.0248,USD
CMP-1419,VHS,Vitas Health Systems,health care,2022,50370507244.28,US$ 18.02B,15349972923.50,7.11,35.78%,,USD
CMP-1282,IG,InfoCore Global,Technology,FY2022,59008936857.56,20925889790.86,"18,939,473,344.99",-,35.46,32.10,usd
CMP-1247,PE,Pioneer Equipment,industrials,FY2021,"USD 20,122,673,530.17",None,1829201075.60,4.38,13.20,9.09%,$
CMP-1842,,Metro Living Retail,Retail & Consumer,FY2023,"$ 10,271,342,510.54",NA,"($ 37,602,427.00)",($ 0.19),2.55%,-0.37%,USD
CMP-1903,TO&G,  Titan Oil & Gas Ltd  ,energy,06/30/2022,79279358989.90,"USD 2,104,743,310.79","(2,710,173,621.06)",error,2.65%,-3.42%,None
CMP-1055,VM,Velocity Motors,Cons. Cyclical,2024-12-31,US$ 27.69B, 1817451132.89 , 464694399.88 ,0.62,6.56%,1.68,$
CMP-1628,MS,MicroLogic Systems,TECHNOLOGY,2021/06/30,81902910589.31,37851344594.36,null,21.26,46.21%,42.66%,USD
CMP-1063,CP,CURATIVE PHARMACEUTICALS,HEALTHCARE,2022-09-30,"$ 45,685,266,732.44","7,228,219,540.26","5,493,341,749.04",3.39,15.82,12.02,USD
CMP-1148,VHS,  Vitas Health Systems  ,HealthCare ,03/31/2023,1383022159.73,NA,,-$1.15,-0.0198,null,USD
CMP-1363,nai,  NextGen Apparel Inc  ,Consumer Discretionary,Q1 2021,"$48,642,934,837.83","$4,297,745,550.09",USD 2.77B,1.40,0.0884,5.69,USD
CMP-1867,SAI,Synapse AI Inc,TECHNOLOGY,2023/03/31,"75,229,956,736.51", 26904151187.04 ,22619553221.04,8.26,35.8%,30.07%,EUR
CMP-1015,TPC,TerraGreen Power Co,Energy,31-03-2023,"51,784,779,858.45","USD 2,233,710,633.45","833,128,537.92",0.822,0.0431,0.0161,USD
CMP-1743, AS ,AlphaBio Sciences,Health Care,FY2022,56.97B,($3.88B),-5313540323.29,($3.05),-6.81%,-9.33,USD
CMP-1331,,Pioneer Equipment,INDUSTRIALS,2021-09-30,"46,329,883,185.36","USD 5,126,421,157.04",4188380056.35,5.23,11.07,0.0904,$
CMP-1816,EES,Echo Energy Systems,Energy,2022/12/31,"$82,053,200,563.41", 9028769620.87 ,$ 4.36B,$1.48,11.0%,5.32,USD
CMP-1838,HCP,Helios Clean Power,,30-06-2024,"43,402,046,608.37",2.24B,941738937.96,N/A,0.0515,2.17,USD
CMP-1189,VTC,Vanguardian Trust Co,Fin Services,2023-03-31,null, 36067173672.19 ,33425074694.02,18.7,0.3581,0.3319,EUR
CMP-1563,SEG,Solaris Energy,Energy,09/30/2024,"$43,830,424,339.34","$3,281,757,392.22","$ 1,771,262,850.76",N/A,7.49,4.04%,USD
CMP-1518,CT,CloudScale Technologies,technology,Q4 2023,"8,340,949,796.08",-51914123.6,"-USD 468,276,606.35",-$1.59,-0.62%,(5.6%),USD
CMP-1588,VM,velocity motors,consumer cyclical,FY2021, 11667702516.31 ,558453575.51, 316748205.12 ,1.3086,0.0479,#DIV/0!,USD
CMP-1769,OAM,Orbital Aerospace Mfg,INDUSTRIALS,31-12-2024,"USD 15,497,243,868.21",US$ 3.17B, 2684539702.26 ,5.33,20.4%,17.32%,USD
CMP-1151,PE,Pioneer Equipment,industrials,31-03-2023, 35811642023.95 ,"3,931,018,360.31","$ 2,441,863,662.54",1.414,10.98%,6.82,USD
CMP-1926,AD,Aeroflux Dynamics,INDUSTRIALS,2022/09/30,27600719587.38,"$ 2,342,925,294.64","USD 986,001,616.44",0.55,0.0849,0.0357,usd
CMP-1701,PFH,Pinnacle Financial Holdings,Financial Services,Q3 2021,"USD 42,549,132,863.25",TBD,"$7,018,859,208.43",4.95,21.60,16.50%,USD
CMP-1428,PFH,Pinnacle Financial Holdings,Financials,FY2023,US$ 44.85B,4764111315.57,2492675704.01,3.19,10.62,null,USD
CMP-1411,MAG,Meridian Asset Group,,31-12-2023, 47518810544.83 ,9204843421.53,7162849013.47,-999.0,19.37,15.07,USD
CMP-1472,AHM,Atlas Heavy Machinery,INDUSTRIALS,2024-12-31,35111707803.28,"$ 1,133,126,220.63","(USD 561,593,470.98)",($0.57),3.2%,(1.6%),USD
CMP-1058,si,SteelCore Industries,Ind.,2023-12-31,43923707003.76,USD 4.45B,1448515650.54,USD 1.92,10.13%,0.033,USD
CMP-1238,MAG,Meridian Asset Group,Banking & Finance,31-03-2021,113328698746.88,$ 44.53B,"USD 37,475,474,471.09",9.71,39.29%,33.07%,USD
CMP-1488,AS,ALPHABIO SCIENCES,health care,31-03-2024,37577361313.00,$ 12.78B,11284661745.16,16.87,34.0%,30.03%,None
CMP-1873,SWP,Sterling Wealth Partners,Financials,2023-12-31,"60,331,699,853.91","18,693,124,691.69",,10.04,null,N/A,USD
CMP-1318,CH,Crestview Holdings,Financials,06/30/2024,$85.98B,"26,859,760,572.56",23.02B,USD 7.00,31.24,0.2678,usd
CMP-1546, MLR ,Metro Living Retail,Cons. Cyclical,2023-09-30,"USD 37,358,980,621.32",5625160627.54,4859056479.73,5.67,15.06,13.01,USD
CMP-1798,PC,,Retail & Consumer,2024-09-30, 42063000915.36 ,6734042265.39,US$ 5.81B,7.28,16.01,13.81%,USD
CMP1069, HCP ,Helios Clean Power,Energy & Power,30-09-2021,4029403836.8,US$ 823.27M,"576,949,340.25",4.47,0.2043,14.3%,USD
CMP-1054,TO&G,Titan Oil & Gas Ltd,Enrgy,12/31/2024, 92449497424.11 ,"USD 27,564,856,666.79",22798444279.39,$12.52,29.8%,24.7%,USD
CMP-1881,af,  Apex Financial  ,FINANCE,FY2024,"36,203,065,752.31","$ 16,337,240,592.62",14.53B,13.86,45.1%,40.1%,USD
CMP-1900,OAM,  Orbital Aerospace Mfg  ,Ind.,FY2021,"46,618,705,444.79","$ 10,752,258,211.23","9,660,330,528.05",7.0,23.06,0.2072,USD
CMP-1162,TB,TrendSet Brands,Retail & Consumer,31-03-2021,15.95B,185792631.88, -516732325.33 ,-1.263,1.17%,-3.24,USD
CMP-1413,TB,TrendSet Brands,Cons. Cyclical,2021-12-31,"USD 46,263,849,710.48",589894528.60,($424.27M),-0.51,1.28%,-0.92%,USD
CMP-1759,AD,Aeroflux Dynamics,Ind.,31-03-2024,US$ 987.78M,120877327.54, 61968251.62 ,-999.0,12.24%,6.27%,USD
CMP-1298,BCG,Beacon Capital Group,,2021/06/30,US$ 74.29B,24701676465.44,23.18B,9.26,-,31.20,USD
CMP-1643,VRI,Vortex Resources Inc,Energy,31-03-2024,6378204872.56,-1214588984.53,(1389129531.72),(3.34),-0.1904,(21.8%),USD
CMP1945,VRI,Vortex Resources Inc,energy,2023,"$ 27,852,034,793.04","9,491,360,532.46",8283026166.49,12.7500,-120.5%,999%,$
CMP-1237,OAM,Orbital Aerospace Mfg,,12/31/2021,14357070473.00,$1.71B,"763,071,490.80",3.12,0.1194,5.31%,USD
CMP-1000,FGHI,FOUNDRY GLOBAL HEAVY INDUSTRIES,Manufacturing ,2021-06-30,-,US$ 580.74M,-,0.0769,0.0322,0.0044,USD
CMP-1905,OMG,OmniCare Medical,Healthcare,09/30/2021,N/A,4562150641.46,2236610346.85,0.92,10.38,5.09%,USD
CMP-1275,AB,Aegis BioLabs,Health Care,2022-09-30,60587264609.71,9552954448.83,8.03B,7.58,15.77,13.25%,$
CMP-1924,CS,CyberNova Systems,technology,30-06-2024,"2,161,602,896.74","378,627,553.59",US$ 241.54M,#DIV/0!,17.5%,11.17%,USD
CMP-1692,BL,  BioGenix Laboratories  ,Bio/Pharma,Q1 2021,47.28B,TBD,9766497329.49,6.64,25.14%,None,USD
CMP-1308,MLR,Metro Living Retail,consumer cyclical,2023-03-31,$ 13.67B,None,-565490906.43,-1.85,1.81,-4.14,usd
CMP-1205,PSC,Precision Systems Corp,industrials,2024/06/30,31669278338.66,3329350454.26,USD 2.65B,2.09,,8.4%,usd
CMP-1281,AF,Apex Financial, Financial Services ,FY2022,54331026812.26,"$ 13,004,169,969.16",$11.47B,10.72,23.94%,0.2112,usd
CMP-1519,LMI,Luxe Motors International,consumer cyclical,09/30/2022,"$16,565,559,221.73",1030774584.88,"83,892,853.11",0.1,6.22%,0.51%,-
CMP-1086, HB ,Horizon Bancorp, Financial Services ,2022/12/31,12363126764.88,"2,860,292,499.24","2,415,853,156.33",error,23.1%,null,usd
CMP-1166,NAI,NextGen Apparel Inc,Cons. Cyclical,2021-09-30,19252867833.21,,1176775785.29,,9.02,6.11%,USD
CMP-1418,TPC,TerraGreen Power Co,Enrgy,2021-03-31,7233760773.82,-32180773.53,"(284,109,361.80)",-1.2072,-0.44%,-3.93%,USD
CMP-1591,VL,Vanguard Logistics,Industrial,2022-09-30,29.50B,"$5,686,644,739.88",4965968300.23,6.2191,19.28%,16.83,USD
CMP-1043,VRB,Velox Retail Brands,Consumer Discretionary,12/31/2021,"6,329,696,316.11",$445.25M,26009206.22,0.22,0.0703,0.41%,USD
CMP-1464, FGHI ,Foundry Global Heavy Industries,Industrial,2023-12-31, 21036411641.21 ,"$ 3,639,559,835.80",$ 3.05B,$ 6.16,,14.51%,None
CMP-1329,FGHI,Foundry Global Heavy Industries,Ind.,2021/06/30,5966622682.8, 369166630.46 ,,1.10,0.0619,1.93%,USD
CMP-1280,TB,TrendSet Brands,Retail & Consumer,Q4 2023, 37612916175.70 ,"($ 829,726,379.01)","($ 3,457,222,714.58)",-3.1415,-2.21,-0.0919,-
CMP-1099,VM,VELOCITY MOTORS,Retail & Consumer,FY2024,"USD 6,526,979,201.88",USD 1.22B,1.04B,7.837,0.1862,15.9%,USD
CMP-1352,GRB,Global Reserve Bank,Banking & Finance,03/31/2024,"73,066,239,607.38",25426854656.29,"21,342,002,226.39",16.94,34.80,29.21,
CMP-1747,TO&G,Titan Oil & Gas Ltd,ENERGY,2023-09-30,$66.08B,$ 13.52B,11441031606.41,3.51,0.2046,0.1731,USD
CMP-1702,AB,,HealthCare ,2023-06-30,,1923359675.87,-896760070.97,(0.52),-,-0.0188,-
CMP-1005,NI,NovaTherapeutics Inc,HealthCare ,09/30/2021,"$ 51,053,623,413.63","1,593,634,058.93",62858086.66,0.05,3.12,0.0012,USD
CMP-1448,AQC,APEX QUANTUM CORP,IT,2022-06-30,"$ 52,722,155,283.47","$ 18,979,228,877.47",17679652424.16,$ 13.91,0.3600,33.53%,USD
CMP-1936,OG,  OmniSoft Group  ,IT,2021,"64,649,654,892.69",12888959118.21,"10,729,097,004.07",5.19,19.94%,16.60,USD
CMP-1425,CS,CYBERNOVA SYSTEMS,IT,2021-09-30,24995949814.08,US$ 5.61B,3890182568.36,6.55,22.46%,0.1556,USD
CMP-1263,AHM,ATLAS HEAVY MACHINERY,Manufacturing ,FY2024, 3765145552.40 ,"411,984,239.87",USD 176.44M,1.75,10.94,4.7%,USD
CMP-1852,CS,CyberNova Systems, Tech ,2021/09/30,"$ 39,865,659,251.78", 16381689056.24 ,15276429193.10,14.15,41.09,-,$
CMP-1587,EES,Echo Energy Systems, Oil & Gas ,2021-12-31,"$34,398,617,151.91","11,633,888,789.50",USD 9.56B,$7.66,33.82%,27.80,USD
CMP-1475,AHM,Atlas Heavy Machinery,Industrial,Q4 2022,$ 26.99B,"1,945,308,245.60","$31,040,049,168.41",$ 23.19,0.0721,1.15,USD
CMP-1525,CP,curative pharmaceuticals,Health Care,06/30/2022,37199461094.98,"USD 9,400,634,358.00",USD 7.69B,7.11,0.2527,0.2068,USD
CMP-1094,TB,TrendSet Brands,,12/31/2024,21467172162.51,$ 1.37B,"(80,835,196.85)",-0.2,0.0637,-0.0038,USD
CMP-1081,PC,PrimeConsumer,Retail & Consumer,2022/06/30, 34459709372.71 ,"$ 5,492,733,922.89",3936643273.16,6.12,15.94%,0.1142,USD
CMP-1742,SD,SteriMed Diagnostics,HEALTHCARE,FY2021,20.06B, -667789544.83 ,-1576235936.49,(4.51),-3.33,-0.0786,$
CMP-1603,PHG,PULSE HEALTH GROUP,Unknown,2021-09-30,USD 52.27B,"14,382,871,267.80", 11893367766.31 ,$ 8.74,0.2751,22.75%,USD
CMP-1673,TMW,Titan Machine Works,INDUSTRIALS,2024/12/31,"45,164,762,841.69","$6,371,466,085.54",4323423760.70,$ 3.20,14.11,9.57%,USD
CMP-1831,OMG,OmniCare Medical Group,health care,2021-03-31,29916196994.31,$ 8.23B,7170756322.08,12.47,-,23.97%,USD
CMP-1082,UOG,  Urban Outfitters Group  ,consumer cyclical,2023/12/31,"36,262,280,375.88",$ 2.46B,673164610.32,1.064,0.0679,1.86%,$
CMP-1589,PC,  PrimeConsumer Corp  ,Retail & Consumer,2024/03/31, 45894538375.34 ,"6,030,405,864.90",N/A,1.59,13.14%,7.44%,None
CMP-1610,VRB,VELOX RETAIL BRANDS,Consumer Cyclical,2024/09/30,43412392700.50,N/A,"213,900,199.77",$0.16,7.04,0.0049,USD
CMP-1898,BCG,Beacon Capital,Financial Services,FY2024,111926818946.79,35101046981.67,"USD 32,679,739,363.56",10.63,31.36,29.20,USD
CMP-1916, AD ,Aeroflux Dynamics,Industrial,03/31/2023,"2,000,219,553.89","431,116,019.65",N/A,8.0565,21.55%,17.82%,USD
CMP-1937,,precision systems corp,Ind.,30-09-2021, 19676853237.84 ,US$ 1.93B,$ 868.50M,0.775,None,4.4%,-
CMP-1917,,HELIOS CLEAN POWER,Energy & Power,30-06-2022,"USD 76,613,139,067.85","$ 1,180,807,807.10","-3,978,153,366.15",(1.71),0.0154,(5.2%),USD
CMP-1630,PE,Pioneer Equipment,Ind.,09/30/2023,N/A,"572,430,526.04",368384651.16,0.95,9.34,#VALUE!,EUR
CMP-1686,BCG,Beacon Capital,Financial Services,FY2023,,13845542055.14,7477669571.97,$3.22,12.12,6.54%,usd
CMP-1012,SI,SteelCore Industries,,2021,USD 45.10B,"$5,651,643,306.87",2670604790.88,$1.12,0.1253,0.0592,EUR
CMP-1861,,TERRAGREEN POWER CO,ENERGY,03/31/2021,12358455047.52,US$ 646.49M,14212223304.65,29.51,5.23%,115.00%,USD
CMP-1623,ALG,AURA LIFESTYLE GOODS,Consumer Discretionary,2024-09-30, 15878786845.96 ,544889262.71,(64.69M),-0.07,3.43,-0.41%,EUR
CMP-1930,CP,Curative Pharmaceuticals,HEALTHCARE,Q3 2021, 24406950325.34 ,"1,199,968,481.28","$191,813,480.41",0.41,4.92,0.8%,USD
CMP-1463,nai,NextGen Apparel Inc,consumer cyclical,2022-06-30,"4,525,023,105.27","$ 739,524,466.70",484326895.43,USD 4.00,0.1634,0.1070,USD
CMP-1269,SI,SteelCore Industries,industrials,Q1 2024,1520359911.69,218383505.71, 125199373.38 ,1.71,14.4%,0.0823,USD
CMP1278,SI,SteelCore Industries,industrials,2023/12/31,2310128578.94,"$ 313,477,884.34",264.44M,$ 1.83,N/A,11.45,CAD
CMP-1774,PEC,PetroDyn Energy Corp, Oil & Gas ,09/30/2021, 72935672180.83 ,$28.55B,"24,345,934,001.25",17.07,39.14,33.38%,USD
CMP-1120,VL,Vanguard Logistics,Industrial,FY2021,"$ 19,981,557,771.93",2046031460.01,"782,475,298.68",USD 2.02,10.24,0.0392,USD
CMP1474,TB,TrendSet Brands,Consumer Discretionary,06/30/2024,6363858590.35,"USD 346,159,370.57","139,026,381.58",1.16,-,-,-
CMP-1865,VL,vanguard logistics,Ind.,FY2021,32097515372.83,823990409.45,-1315638130.52,(1.10),2.57%,-4.10%,USD
CMP-1848,HCP,Helios Clean Power, Oil & Gas ,2022/12/31,null,108592842.50,79737975.94,6.9216,19.3%,0.1419,usd
CMP-1369,BI,ByteWave Interactive,technology,2024-03-31,"54,621,281,812.61",14989420138.34,"12,238,981,780.49",8.87,None,0.2241,USD
CMP-1277,OAM,  Orbital Aerospace Mfg  ,Manufacturing ,09/30/2023,"$27,994,321,633.24",N/A,#VALUE!,1.91,8.17%,0.0444,USD
CMP-1271,OAM,Orbital Aerospace Mfg,Industrial,2021-03-31,24417555092.47,null,3035775842.89,3.471,14.5%,12.43,USD
CMP-1689,NGC,Nordic Gas, Oil & Gas ,06/30/2022,#VALUE!,"USD 21,111,379,459.81",17377880416.65,$ 14.13,31.9%,0.2627,usd
CMP-1064,TMW,Titan Machine Works,industrials,09/30/2023,N/A,"5,104,366,087.48",$ 2.55B,USD 2.50,13.13,6.56,USD
CMP-1459,CE,CRESTLINE EXPLORATION,Enrgy,06/30/2022,USD 2.98B,"603,318,460.80",540.21M,9.518,20.28%,18.15,USD
CMP1445, IG ,InfoCore Global,Technology,31-03-2023,"$74,533,817,141.12",6502555169.28,1298848759.85,0.55,8.72,0.0174,USD
CMP-1793,alg,Aura Lifestyle Goods,Consumer Discretionary,09/30/2022,5.31B,#VALUE!,"258,821,047.10",1.4473,11.9%,4.87,USD
CMP-1494, TB ,TrendSet Brands,Consumer Cyclical,31-03-2024, 44217834095.74 ,4920459648.13,"3,112,478,682.55",4.2,11.1%,7.04,EUR
CMP-1908,MS,MicroLogic Systems,technology,Q3 2023,47414887551.39,"USD 10,512,321,513.50","7,829,856,587.94",$ 9.60,22.17,-,USD
CMP-1260,OAM,Orbital Aerospace Mfg,Manufacturing ,2023/12/31,42.67B,$ 6.32B,4288750712.11,1.9,14.8%,10.05,USD
CMP-1560,NAI,NextGen Apparel,consumer cyclical,2024/12/31,20116195678.04,3892147339.32,"3,348,453,875.81",6.1,19.35%,16.65%,USD
CMP-1522,PSC,precision systems corp,INDUSTRIALS,Q1 2024,"$ 38,164,407,984.17","USD 4,420,147,256.70",1.76B,2.46,999%,4.60,usd
CMP-1353,PHG,PULSE HEALTH GROUP,Bio/Pharma,2021,"$1,263,659,267.35", 305900300.46 ,US$ 268.26M,$ 3.26,24.21,21.23,USD
CMP-1891,GT,GenePure Therapeutics,health care,31-12-2024,"$3,505,520,540.25",778593249.97,587.19M,5.96,,16.75%,usd
CMP-1218,BL,BioGenix Laboratories,Health Care,30-09-2021,1273922721.46,"($141,067,676.83)","(201,845,128.72)",-7.0213,-11.07,#VALUE!,USD
CMP-1929,PSC,Precision Systems Corp,Industrials,2021/03/31,"$ 34,087,932,838.67",None,2427728871.91,$ 3.97,None,0.0712,usd
CMP-1415,PFH,Pinnacle Financial Holdings,Fin Services,09/30/2021,None,29621978454.54,USD 27.90B,14.49,40.14,37.81%,$
CMP-1520,AF,Apex Financial,Financials,09/30/2023,108376530924.48,US$ 34.99B,29605240550.76,15.07,0.3228,27.32,USD
CMP1579,UOG,Urban Outfitters Group,Cons. Cyclical,2023/09/30,"20,705,611,944.79","$ 2,141,609,889.93","USD 1,431,631,480.99",1.67,10.34,6.91,USD
CMP-1372,EES,Echo Energy Systems,Energy,31-03-2023,"$ 40,964,863,610.47",12934619292.77,10084988691.31,5.115,150.0%,24.6%,USD
CMP-1387,SLB,Summit Leisure Brands,Consumer Discretionary,2023-09-30,"$51,538,984,484.41",1371722126.65,(1.09B),-0.61,0.0266,(2.1%),USD
CMP1014,MLR,Metro Living Retail,Retail & Consumer,2023-03-31,21438383203.95,"USD 2,710,283,817.58",,$ 2.45,12.6%,8.9%,usd
CMP-1331,,Pioneer Equipment,INDUSTRIALS,2021-09-30,"46,329,883,185.36","USD 5,126,421,157.04",4188380056.35,5.23,11.07,0.0904,$
CMP-1182,CH,Crestview Holdings,Financials,2021/03/31,"$ 30,440,347,351.16",,3310050849.98,4.5,17.42%,10.87%,USD
CMP-1442,PFH,Pinnacle Financial Holdings, Financial Services ,2021-12-31,42839532871.68,13185935668.05,$12.32B,14.16,30.78,-120.5%,$
CMP-1761,SD,  SteriMed Diagnostics  ,HEALTHCARE,12/31/2021,727822180.67,220789403.33,#VALUE!,9.666,30.34%,0.2472,USD
CMP-1665,IG,  InfoCore Global  , Tech ,2024/12/31,20547847759.01,"625,602,631.31","17,804,542.10",0.0488,0.0304,0.09%,usd
CMP-1242,NAI,NextGen Apparel Inc,Consumer Discretionary,2024/03/31,17599512410.97,2324295471.64,"1,430,360,632.23",2.071,13.21%,8.13%,USD
CMP-1119,CFC,Continental Freight Corp,Industrial,FY2021,,$ 1.34B,#VALUE!,None,3.32%,-0.0287,USD
CMP-1934,HCP,helios clean power,ENERGY,Q4 2022,47044593477.50,null,"-$11,644,416,855.77",(9.62),-0.2078,-24.75%,USD
CMP-1334,PHG,pulse health group,Health Care,31-03-2024, 20070811808.10 ,-3108278.97,null,-3.16,-0.02,(5.4%),USD
CMP-1542,PHG,Pulse Health Group,health care,30-06-2022,16803860744.07,2910072881.73,1997127602.11,$ 2.40,17.32,11.88%,$
CMP-1315,MAG,Meridian Asset,Financials,2024/06/30, 104848761598.37 ,"50,345,618,872.13",43.53B,$14.11,48.02,41.5%,USD
CMP-1127,FGHI,Foundry Global Heavy Industries,Industrials,FY2021,"1,498,114,541.88","$ 182,209,932.87",95683536.84,2.74,12.16%,6.39,$
CMP-1763,MAG,Meridian Asset Group,Financials,2024-06-30,,"$29,829,833,439.93",TBD,USD 6.31,31.38,27.13%,$
CMP-1762,NGC,nordic gas corp,ENERGY,2023-09-30,"79,513,122,953.09",16304926535.79,US$ 12.79B,4.83,0.2051,16.08%,USD
CMP-1791,AQC,Apex Quantum Corporation,Information Technology,2022,USD 76.34B,"USD 17,407,446,527.11",12490799679.09,4.85,22.80%,16.36,$
CMP-1515,OG,  OmniSoft Group  ,TECHNOLOGY,2024-06-30,68446340015.0,"21,223,185,564.31","19,792,634,622.65",16.87,31.01%,28.92%,USD
CMP-1458,CS,CyberNova Systems, Tech ,2021/06/30,48673362213.63, 3387579216.96 ,1532551129.78,0.95,6.96,0.0315,USD
CMP-1715,NGC,NORDIC GAS CORP,Enrgy,2021-09-30, 26118595980.70 ,USD 8.42B,7119360379.45,14.712,32.25,27.26,USD
CMP1509,SD,SteriMed Diagnostics,Bio/Pharma,2021-12-31,"49,812,925,292.67",-3022639115.85, -5982641052.04 ,-5.396,-6.07,-12.01%,USD
CMP-1443,CS,CyberNova Systems, Tech ,2024/12/31,"USD 3,146,168,466.68", 1241406587.82 ,-,8.13,39.46,33.73,USD
CMP-1789,AHM,Atlas Heavy Machinery,Industrial,30-06-2022,"$12,548,520,391.29","$ 2,640,603,323.43","2,368,503,463.57",10.3,21.04,18.87%,USD
CMP-1250,UOG,URBAN OUTFITTERS GROUP,Consumer Discretionary,06/30/2022,N/A,-1956858973.39,($ 4.89B),(2.23),999%,-9.00,$
CMP-1217,OAM,Orbital Aerospace Mfg,Ind.,2024-09-30,US$ 25.29B,"2,041,665,094.71","$ 1,318,775,324.93",USD 1.42,-,5.21,USD
CMP-1537,TMW,  Titan Machine Works  ,industrials,2024-03-31,41977774481.93,5407001807.70, 3531546965.77 ,error,12.9%,8.41,USD
CMP-1037,AHM,Atlas Heavy Machinery,Ind.,09/30/2023,"USD 36,586,347,181.94", 4005597299.04 ,"2,839,155,871.01",$3.71,10.95,7.76,$
CMP1550,SLB,Summit Leisure Brands,consumer cyclical,30-09-2022,"USD 31,788,273,781.73","($ 1,194,076,074.59)",($2.99B),-$4.17,(3.8%),-0.0940,USD
CMP-1075,NGC,Nordic Gas Corp,energy,2021-12-31,$24.15B,"10,601,780,304.56",9455686218.67,NA,43.90,0.3916,$
CMP-1554,MLR,Metro Living Retail,Consumer Discretionary,2021-09-30,$ 50.42B,"(USD 1,470,265,823.70)","(3,946,549,671.78)",-2.4813,-0.0292,-7.83,USD
CMP-1355,AS,ALPHABIO SCIENCES,Healthcare,2023/06/30,60.74B,"$12,922,197,338.86","USD 10,639,384,439.44",3.43,21.27%,150.0%,USD
CMP-1571,UOG,Urban Outfitters Group,consumer cyclical,2023/03/31,7741898903.88,848799439.69,522074370.85,2.91,10.96%,6.74%,usd
CMP-1468,CP,Curative Pharmaceuticals,N/A,FY2022,null,1927239430.82,1249981981.12,2.38,0.0658,4.27%,USD
CMP-1262,AB,Aegis BioLabs,Healthcare,FY2023, 47044433780.66 ,727052544.65,-US$ 731.76M,-0.71,1.5%,(1.6%),$
CMP-1705,HB,Horizon Bancorp,,06/30/2021,"75,984,173,790.43","$ 20,109,331,048.69",US$ 17.83B,7.939,26.47%,23.5%,usd
CMP-1310,TB,TrendSet Brands,Cons. Cyclical,2022-03-31,TBD,"155,882,534.90","(526,938,665.17)",(0.76),1.23%,(4.2%),USD
CMP-1896,CH,CRESTVIEW HOLDINGS,Financials,2023/06/30,100956772635.23,"22,659,047,503.48",16559210331.85,$ 8.54,-,0.164,USD
CMP-1886,VRB,Velox Retail Brands,Retail & Consumer,09/30/2023,44073840452.14,"USD 3,994,549,983.67",2090600407.74,0.0,#VALUE!,0.0474,USD
CMP-1532,DS,datasphere solutions,technology,Q4 2023,40241061172.30,#VALUE!,6590349377.13,6.96,19.36%,16.38%,USD
CMP-1439,EES,Echo Energy Systems,Other,2021/09/30,"$23,811,152,697.29",,"4,041,541,086.60",USD 10.12,22.61%,17.0%,USD
CMP-1140,AQC,apex quantum corp,IT,2023/03/31,"USD 42,864,955,432.03","$8,905,882,838.00",$6.34B,N/A,0.2078,14.78%,USD
CMP-1802,UOG,Urban Outfitters Group,Retail & Consumer,2021-03-31,12.67B,1547929393.9,706234321.96,1.69,12.22%,0.0558,USD
CMP-1723,NAI,nextgen apparel inc,Consumer Discretionary,2021-06-30,13387012190.95,1001276957.86,255585088.4,$0.36,0.0748,1.91%,USD
CMP-1524,,Foundry Global Heavy Industries,Industrials,03/31/2022,"28,799,090,971.52",3702436677.53,"$ 1,932,319,559.35",3.66,0.1286,6.71,USD
